Match,TeamInnings,BattingPosition,BatsmenName,RunsScored,BallsFaced,4s,6s,StrikeRate,NotOut,MatchID
Australia vs England,England,9,David Willey,15,14,3,0,107.14 ,0,ODI # 4693
Australia vs England,England,10,Adil Rashid,20,15,1,1,133.33 ,0,ODI # 4693
Australia vs England,England,11,Mark Wood,0,0,0,0,NaN,1,ODI # 4693
India vs South Africa,India,1,Rohit Sharma,40,24,6,2,166.66 ,0,ODI # 4694
India vs South Africa,India,2,Shubman Gill,23,24,4,1,95.83 ,0,ODI # 4694
India vs South Africa,India,3,Virat Kohli,101,121,10,0,83.47 ,1,ODI # 4694
India vs South Africa,India,4,Shreyas Iyer,77,87,7,2,88.50 ,0,ODI # 4694
India vs South Africa,India,5,KL Rahul,8,17,0,0,47.05 ,0,ODI # 4694
India vs South Africa,India,6,Suryakumar Yadav,22,14,5,0,157.14 ,0,ODI # 4694
India vs South Africa,India,7,Ravindra Jadeja,29,15,3,1,193.33 ,1,ODI # 4694
India vs South Africa,South Africa,1,Quinton de Kock,5,10,1,0,50.00 ,0,ODI # 4694
India vs South Africa,South Africa,2,Temba Bavuma,11,19,1,0,57.89 ,0,ODI # 4694
India vs South Africa,South Africa,3,Rassie van der Dussen,13,32,1,0,40.62 ,0,ODI # 4694
India vs South Africa,South Africa,4,Aiden Markram,9,6,2,0,150.00 ,0,ODI # 4694
India vs South Africa,South Africa,5,Heinrich Klaasen,1,11,0,0,9.09 ,0,ODI # 4694
India vs South Africa,South Africa,6,David Miller,11,11,2,0,100.00 ,0,ODI # 4694
India vs South Africa,South Africa,7,Marco Jansen,14,30,1,0,46.66 ,0,ODI # 4694
India vs South Africa,South Africa,8,Keshav Maharaj,7,11,1,0,63.63 ,0,ODI # 4694
India vs South Africa,South Africa,9,Kagiso Rabada,6,26,0,0,23.07 ,0,ODI # 4694
India vs South Africa,South Africa,10,Lungi Ngidi,0,3,0,0,0.00 ,0,ODI # 4694
India vs South Africa,South Africa,11,Tabraiz Shamsi,4,4,1,0,100.00 ,1,ODI # 4694
Bangladesh vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,41,36,8,0,113.88 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Sri Lanka,2,Kusal Perera,4,5,1,0,80.00 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Sri Lanka,3,Kusal Mendis,19,30,1,1,63.33 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Sri Lanka,4,Sadeera Samarawickrama,41,42,4,0,97.61 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Sri Lanka,5,Charith Asalanka,108,105,6,5,102.85 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Sri Lanka,6,Angelo Mathews,0,0,0,0,NaN,0,ODI # 4695
Bangladesh vs Sri Lanka,Sri Lanka,7,Dhananjaya de Silva,34,36,4,1,94.44 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Sri Lanka,8,Maheesh Theekshana,21,31,3,0,67.74 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Sri Lanka,9,Dushmantha Chameera,4,9,0,0,44.44 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Sri Lanka,10,Kasun Rajitha,0,2,0,0,0.00 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Sri Lanka,11,Dilshan Madushanka,0,1,0,0,0.00 ,1,ODI # 4695
Bangladesh vs Sri Lanka,Bangladesh,1,Tanzid Hasan,9,5,2,0,180.00 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Bangladesh,2,Litton Das,23,22,2,2,104.54 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Bangladesh,3,Najmul Hossain Shanto,90,101,12,0,89.10 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Bangladesh,4,Shakib Al Hasan,82,65,12,2,126.15 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Bangladesh,5,Mahmudullah,22,23,3,1,95.65 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Bangladesh,6,Mushfiqur Rahim,10,13,1,0,76.92 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Bangladesh,7,Towhid Hridoy,15,7,0,2,214.28 ,1,ODI # 4695
Bangladesh vs Sri Lanka,Bangladesh,8,Mehidy Hasan Miraz,3,5,0,0,60.00 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Bangladesh,9,Tanzim Hasan Sakib,5,6,1,0,83.33 ,1,ODI # 4695
Afghanistan vs Australia,Afghanistan,1,Rahmanullah Gurbaz,21,25,2,0,84.00 ,0,ODI # 4696
Afghanistan vs Australia,Afghanistan,2,Ibrahim Zadran,129,143,8,3,90.20 ,1,ODI # 4696
Afghanistan vs Australia,Afghanistan,3,Rahmat Shah,30,44,1,0,68.18 ,0,ODI # 4696
Afghanistan vs Australia,Afghanistan,4,Hashmatullah Shahidi,26,43,2,0,60.46 ,0,ODI # 4696
Afghanistan vs Australia,Afghanistan,5,Azmatullah Omarzai,22,18,1,2,122.22 ,0,ODI # 4696
Afghanistan vs Australia,Afghanistan,6,Mohammad Nabi,12,10,0,1,120.00 ,0,ODI # 4696
Afghanistan vs Australia,Afghanistan,7,Rashid Khan,35,18,2,3,194.44 ,1,ODI # 4696
Afghanistan vs Australia,Australia,1,David Warner,18,29,3,0,62.06 ,0,ODI # 4696
Afghanistan vs Australia,Australia,2,Travis Head,0,2,0,0,0.00 ,0,ODI # 4696
Afghanistan vs Australia,Australia,3,Mitchell Marsh,24,11,2,2,218.18 ,0,ODI # 4696
Afghanistan vs Australia,Australia,4,Marnus Labuschagne,14,28,2,0,50.00 ,0,ODI # 4696
Afghanistan vs Australia,Australia,5,Josh Inglis,0,1,0,0,0.00 ,0,ODI # 4696
Afghanistan vs Australia,Australia,6,Glenn Maxwell,201,128,21,10,157.03 ,1,ODI # 4696
Afghanistan vs Australia,Australia,7,Marcus Stoinis,6,7,1,0,85.71 ,0,ODI # 4696
Afghanistan vs Australia,Australia,8,Mitchell Starc,3,7,0,0,42.85 ,0,ODI # 4696
Afghanistan vs Australia,Australia,9,Pat Cummins,12,68,1,0,17.64 ,1,ODI # 4696
England vs Netherlands,England,1,Jonny Bairstow,15,17,2,0,88.23 ,0,ODI # 4697
England vs Netherlands,England,2,Dawid Malan,87,74,10,2,117.56 ,0,ODI # 4697
England vs Netherlands,England,3,Joe Root,28,35,1,0,80.00 ,0,ODI # 4697
England vs Netherlands,England,4,Ben Stokes,108,84,6,6,128.57 ,0,ODI # 4697
England vs Netherlands,England,5,Harry Brook,11,16,2,0,68.75 ,0,ODI # 4697
England vs Netherlands,England,6,Jos Buttler,5,11,0,0,45.45 ,0,ODI # 4697
England vs Netherlands,England,7,Moeen Ali,4,15,0,0,26.66 ,0,ODI # 4697
England vs Netherlands,England,8,Chris Woakes,51,45,5,1,113.33 ,0,ODI # 4697
England vs Netherlands,England,9,David Willey,6,2,0,1,300.00 ,0,ODI # 4697
England vs Netherlands,England,10,Gus Atkinson,2,1,0,0,200.00 ,1,ODI # 4697
England vs Netherlands,England,11,Adil Rashid,1,1,0,0,100.00 ,1,ODI # 4697
England vs Netherlands,Netherlands,1,Wesley Barresi,37,62,3,1,59.67 ,0,ODI # 4697
England vs Netherlands,Netherlands,2,Max O'Dowd,5,11,1,0,45.45 ,0,ODI # 4697
England vs Netherlands,Netherlands,3,Colin Ackermann,0,2,0,0,0.00 ,0,ODI # 4697
England vs Netherlands,Netherlands,4,Sybrand Engelbrecht,33,49,3,1,67.34 ,0,ODI # 4697
England vs Netherlands,Netherlands,5,Scott Edwards,38,42,3,1,90.47 ,0,ODI # 4697
England vs Netherlands,Netherlands,6,Bas de Leede,10,12,2,0,83.33 ,0,ODI # 4697
England vs Netherlands,Netherlands,7,Teja Nidamanuru,41,34,2,3,120.58 ,1,ODI # 4697
England vs Netherlands,Netherlands,8,Logan van Beek,2,2,0,0,100.00 ,0,ODI # 4697
England vs Netherlands,Netherlands,9,Roelof van der Merwe,0,4,0,0,0.00 ,0,ODI # 4697
England vs Netherlands,Netherlands,10,Aryan Dutt,1,3,0,0,33.33 ,0,ODI # 4697
England vs Netherlands,Netherlands,11,Paul van Meekeren,4,3,1,0,133.33 ,0,ODI # 4697
New Zealand vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,2,8,0,0,25.00 ,0,ODI # 4698
New Zealand vs Sri Lanka,Sri Lanka,2,Kusal Perera,51,28,9,2,182.14 ,0,ODI # 4698
New Zealand vs Sri Lanka,Sri Lanka,3,Kusal Mendis,6,7,1,0,85.71 ,0,ODI # 4698
New Zealand vs Sri Lanka,Sri Lanka,4,Sadeera Samarawickrama,1,2,0,0,50.00 ,0,ODI # 4698
New Zealand vs Sri Lanka,Sri Lanka,5,Charith Asalanka,8,8,1,0,100.00 ,0,ODI # 4698
New Zealand vs Sri Lanka,Sri Lanka,6,Angelo Mathews,16,27,2,0,59.25 ,0,ODI # 4698
New Zealand vs Sri Lanka,Sri Lanka,7,Dhananjaya de Silva,19,24,2,1,79.16 ,0,ODI # 4698
New Zealand vs Sri Lanka,Sri Lanka,8,Chamika Karunaratne,6,17,1,0,35.29 ,0,ODI # 4698
New Zealand vs Sri Lanka,Sri Lanka,9,Maheesh Theekshana,38,91,3,0,41.75 ,1,ODI # 4698
New Zealand vs Sri Lanka,Sri Lanka,10,Dushmantha Chameera,1,20,0,0,5.00 ,0,ODI # 4698
New Zealand vs Sri Lanka,Sri Lanka,11,Dilshan Madushanka,19,48,2,0,39.58 ,0,ODI # 4698
New Zealand vs Sri Lanka,New Zealand,1,Devon Conway,45,42,9,0,107.14 ,0,ODI # 4698
New Zealand vs Sri Lanka,New Zealand,2,Rachin Ravindra,42,34,3,3,123.52 ,0,ODI # 4698
New Zealand vs Sri Lanka,New Zealand,3,Kane Williamson,14,15,2,0,93.33 ,0,ODI # 4698
New Zealand vs Sri Lanka,New Zealand,4,Daryl Mitchell,43,31,5,2,138.70 ,0,ODI # 4698
New Zealand vs Sri Lanka,New Zealand,5,Mark Chapman,7,6,1,0,116.66 ,0,ODI # 4698
New Zealand vs Sri Lanka,New Zealand,6,Glenn Phillips,17,10,3,0,170.00 ,1,ODI # 4698
New Zealand vs Sri Lanka,New Zealand,7,Tom Latham,2,2,0,0,100.00 ,1,ODI # 4698
Afghanistan vs South Africa,Afghanistan,1,Rahmanullah Gurbaz,25,22,3,1,113.63 ,0,ODI # 4699
Afghanistan vs South Africa,Afghanistan,2,Ibrahim Zadran,15,30,3,0,50.00 ,0,ODI # 4699
Afghanistan vs South Africa,Afghanistan,3,Rahmat Shah,26,46,2,0,56.52 ,0,ODI # 4699
Afghanistan vs South Africa,Afghanistan,4,Hashmatullah Shahidi,2,7,0,0,28.57 ,0,ODI # 4699
Afghanistan vs South Africa,Afghanistan,5,Azmatullah Omarzai,97,107,7,3,90.65 ,1,ODI # 4699
Afghanistan vs South Africa,Afghanistan,6,Ikram Alikhil,12,14,1,1,85.71 ,0,ODI # 4699
Afghanistan vs South Africa,Afghanistan,7,Mohammad Nabi,2,3,0,0,66.66 ,0,ODI # 4699
Afghanistan vs South Africa,Afghanistan,8,Rashid Khan,14,30,0,0,46.66 ,0,ODI # 4699
Afghanistan vs South Africa,Afghanistan,9,Noor Ahmad,26,32,4,0,81.25 ,0,ODI # 4699
Afghanistan vs South Africa,Afghanistan,10,Mujeeb Ur Rahman,8,5,0,1,160.00 ,0,ODI # 4699
Afghanistan vs South Africa,Afghanistan,11,NaveenNaNulNaNHaq,2,4,0,0,50.00 ,0,ODI # 4699
Afghanistan vs South Africa,South Africa,1,Quinton de Kock,41,47,2,3,87.23 ,0,ODI # 4699
Afghanistan vs South Africa,South Africa,2,Temba Bavuma,23,28,3,0,82.14 ,0,ODI # 4699
Afghanistan vs South Africa,South Africa,3,Rassie van der Dussen,76,95,6,1,80.00 ,1,ODI # 4699
Afghanistan vs South Africa,South Africa,4,Aiden Markram,25,32,1,1,78.12 ,0,ODI # 4699
Afghanistan vs South Africa,South Africa,5,Heinrich Klaasen,10,13,1,0,76.92 ,0,ODI # 4699
Afghanistan vs South Africa,South Africa,6,David Miller,24,33,1,1,72.72 ,0,ODI # 4699
Afghanistan vs South Africa,South Africa,7,Andile Phehlukwayo,39,37,1,3,105.40 ,1,ODI # 4699
Australia vs Bangladesh,Bangladesh,1,Tanzid Hasan,36,34,6,0,105.88 ,0,ODI # 4700
Australia vs Bangladesh,Bangladesh,2,Litton Das,36,45,5,0,80.00 ,0,ODI # 4700
Australia vs Bangladesh,Bangladesh,3,Najmul Hossain Shanto,45,57,6,0,78.94 ,0,ODI # 4700
Australia vs Bangladesh,Bangladesh,4,Towhid Hridoy,74,79,5,2,93.67 ,0,ODI # 4700
Australia vs Bangladesh,Bangladesh,5,Mahmudullah,32,28,1,3,114.28 ,0,ODI # 4700
Australia vs Bangladesh,Bangladesh,6,Mushfiqur Rahim,21,24,0,1,87.50 ,0,ODI # 4700
Australia vs Bangladesh,Bangladesh,7,Mehidy Hasan Miraz,29,20,4,0,145.00 ,0,ODI # 4700
Australia vs Bangladesh,Bangladesh,8,Nasum Ahmed,7,11,0,0,63.63 ,0,ODI # 4700
Australia vs Bangladesh,Bangladesh,9,Mahedi Hasan,2,3,0,0,66.66 ,1,ODI # 4700
Australia vs Bangladesh,Bangladesh,10,Taskin Ahmed,0,1,0,0,0.00 ,1,ODI # 4700
Australia vs Bangladesh,Australia,1,Travis Head,10,11,2,0,90.90 ,0,ODI # 4700
Australia vs Bangladesh,Australia,2,David Warner,53,61,6,0,86.88 ,0,ODI # 4700
Australia vs Bangladesh,Australia,3,Mitchell Marsh,177,132,17,9,134.09 ,1,ODI # 4700
Australia vs Bangladesh,Australia,4,Steven Smith,63,64,4,1,98.43 ,1,ODI # 4700
England vs Pakistan,England,1,Dawid Malan,31,39,5,0,79.48 ,0,ODI # 4701
England vs Pakistan,England,2,Jonny Bairstow,59,61,7,1,96.72 ,0,ODI # 4701
England vs Pakistan,England,3,Joe Root,60,72,4,0,83.33 ,0,ODI # 4701
England vs Pakistan,England,4,Ben Stokes,84,76,11,2,110.52 ,0,ODI # 4701
England vs Pakistan,England,5,Jos Buttler,27,18,3,1,150.00 ,0,ODI # 4701
England vs Pakistan,England,6,Harry Brook,30,17,2,2,176.47 ,0,ODI # 4701
England vs Pakistan,England,7,Moeen Ali,8,6,0,1,133.33 ,0,ODI # 4701
England vs Pakistan,England,8,Chris Woakes,4,4,1,0,100.00 ,1,ODI # 4701
England vs Pakistan,England,9,David Willey,15,5,2,1,300.00 ,0,ODI # 4701
England vs Pakistan,England,10,Gus Atkinson,0,1,0,0,0.00 ,0,ODI # 4701
England vs Pakistan,England,11,Adil Rashid,0,1,0,0,0.00 ,1,ODI # 4701
England vs Pakistan,Pakistan,1,Abdullah Shafique,0,2,0,0,0.00 ,0,ODI # 4701
England vs Pakistan,Pakistan,2,Fakhar Zaman,1,9,0,0,11.11 ,0,ODI # 4701
England vs Pakistan,Pakistan,3,Babar Azam,38,45,6,0,84.44 ,0,ODI # 4701
England vs Pakistan,Pakistan,4,Mohammad Rizwan,36,51,2,0,70.58 ,0,ODI # 4701
England vs Pakistan,Pakistan,5,Saud Shakeel,29,37,4,0,78.37 ,0,ODI # 4701
England vs Pakistan,Pakistan,6,Agha Salman,51,45,6,1,113.33 ,0,ODI # 4701
England vs Pakistan,Pakistan,7,Iftikhar Ahmed,3,5,0,0,60.00 ,0,ODI # 4701
England vs Pakistan,Pakistan,8,Shadab Khan,4,7,1,0,57.14 ,0,ODI # 4701
England vs Pakistan,Pakistan,9,Shaheen Shah Afridi,25,23,3,1,108.69 ,0,ODI # 4701
England vs Pakistan,Pakistan,10,Mohammad Wasim,16,14,2,1,114.28 ,1,ODI # 4701
England vs Pakistan,Pakistan,11,Haris Rauf,35,23,3,3,152.17 ,0,ODI # 4701
India vs Netherlands,India,1,Rohit Sharma,61,54,8,2,112.96 ,0,ODI # 4702
India vs Netherlands,India,2,Shubman Gill,51,32,3,4,159.37 ,0,ODI # 4702
India vs Netherlands,India,3,Virat Kohli,51,56,5,1,91.07 ,0,ODI # 4702
India vs Netherlands,India,4,Shreyas Iyer,128,94,10,5,136.17 ,1,ODI # 4702
India vs Netherlands,India,5,KL Rahul,102,64,11,4,159.37 ,0,ODI # 4702
India vs Netherlands,India,6,Suryakumar Yadav,2,1,0,0,200.00 ,1,ODI # 4702
India vs Netherlands,Netherlands,1,Wesley Barresi,4,5,0,0,80.00 ,0,ODI # 4702
India vs Netherlands,Netherlands,2,Max O'Dowd,30,42,3,1,71.42 ,0,ODI # 4702
India vs Netherlands,Netherlands,3,Colin Ackermann,35,32,6,0,109.37 ,0,ODI # 4702
India vs Netherlands,Netherlands,4,Sybrand Engelbrecht,45,80,4,0,56.25 ,0,ODI # 4702
India vs Netherlands,Netherlands,5,Scott Edwards,17,30,1,0,56.66 ,0,ODI # 4702
India vs Netherlands,Netherlands,6,Bas de Leede,12,21,1,0,57.14 ,0,ODI # 4702
India vs Netherlands,Netherlands,7,Teja Nidamanuru,54,39,1,6,138.46 ,0,ODI # 4702
India vs Netherlands,Netherlands,8,Logan van Beek,16,15,2,0,106.66 ,0,ODI # 4702
India vs Netherlands,Netherlands,9,Roelof van der Merwe,16,8,1,2,200.00 ,0,ODI # 4702
India vs Netherlands,Netherlands,10,Aryan Dutt,5,11,0,0,45.45 ,0,ODI # 4702
India vs Netherlands,Netherlands,11,Paul van Meekeren,3,4,0,0,75.00 ,1,ODI # 4702
India vs New Zealand,India,1,Rohit Sharma,47,29,4,4,162.06,0,ODI # 4703
India vs New Zealand,India,2,Shubman Gill,80,66,8,3,121.21,1,ODI # 4703
India vs New Zealand,India,3,Virat Kohli,117,113,9,2,103.53,0,ODI # 4703
India vs New Zealand,India,4,Shreyas Iyer,105,70,4,8,150,0,ODI # 4703
India vs New Zealand,India,5,KL Rahul,39,20,5,2,195,1,ODI # 4703
India vs New Zealand,India,6,Suryakumar Yadav,1,2,0,0,50,0,ODI # 4703
India vs New Zealand,New Zealand,1,Devon Conway,13,15,3,0,86.66,0,ODI # 4703
India vs New Zealand,New Zealand,2,Rachin Ravindra,13,22,3,0,59.09,0,ODI # 4703
India vs New Zealand,New Zealand,3,Kane Williamson,69,73,8,1,94.52,0,ODI # 4703
India vs New Zealand,New Zealand,4,Daryl Mitchell,134,119,9,7,112.6,0,ODI # 4703
India vs New Zealand,New Zealand,5,Tom Latham,0,2,0,0,0,0,ODI # 4703
India vs New Zealand,New Zealand,6,Glenn Phillips,41,33,4,2,124.24,0,ODI # 4703
India vs New Zealand,New Zealand,7,Mark Chapman,2,5,0,0,40,0,ODI # 4703
India vs New Zealand,New Zealand,8,Mitchell Santner,9,10,0,0,90,0,ODI # 4703
India vs New Zealand,New Zealand,9,Tim Southee,9,10,1,0,90,0,ODI # 4703
India vs New Zealand,New Zealand,10,Trent Boult,2,2,0,0,100,1,ODI # 4703
India vs New Zealand,New Zealand,11,Lockie Ferguson,6,3,0,1,200,0,ODI # 4703
Australia vs South Africa,South Africa,1,Quinton de Kock,3,14,0,0,21.42,0,ODI # 4704
Australia vs South Africa,South Africa,2,Temba Bavuma,0,4,0,0,0,0,ODI # 4704
Australia vs South Africa,South Africa,3,Rassie van der Dussen,6,31,0,0,19.35,0,ODI # 4704
Australia vs South Africa,South Africa,4,Aiden Markram,10,20,2,0,50,0,ODI # 4704
Australia vs South Africa,South Africa,5,Heinrich Klaasen,47,48,4,2,97.91,0,ODI # 4704
Australia vs South Africa,South Africa,6,David Miller,101,116,8,5,87.06,0,ODI # 4704
Australia vs South Africa,South Africa,7,Marco Jansen,0,1,0,0,0,0,ODI # 4704
Australia vs South Africa,South Africa,8,Gerald Coetzee,19,39,2,0,48.71,0,ODI # 4704
Australia vs South Africa,South Africa,9,Keshav Maharaj,4,8,0,0,50,0,ODI # 4704
Australia vs South Africa,South Africa,10,Kagiso Rabada,10,12,0,1,83.33,0,ODI # 4704
Australia vs South Africa,South Africa,11,Tabraiz Shamsi,1,5,0,0,20,1,ODI # 4704
Australia vs South Africa,Australia,1,Travis Head,62,48,9,2,129.16,0,ODI # 4704
Australia vs South Africa,Australia,2,David Warner,29,18,1,4,161.11,0,ODI # 4704
Australia vs South Africa,Australia,3,Mitchell Marsh,0,6,0,0,0,0,ODI # 4704
Australia vs South Africa,Australia,4,Steven Smith,30,62,2,0,48.38,0,ODI # 4704
Australia vs South Africa,Australia,5,Marnus Labuschagne,18,31,2,0,58.06,0,ODI # 4704
Australia vs South Africa,Australia,6,Glenn Maxwell,1,5,0,0,20,0,ODI # 4704
Australia vs South Africa,Australia,7,Josh Inglis,28,49,3,0,57.14,0,ODI # 4704
Australia vs South Africa,Australia,8,Mitchell Starc,16,38,2,0,42.1,1,ODI # 4704
Australia vs South Africa,Australia,9,Pat Cummins,14,29,2,0,48.27,1,ODI # 4704
India vs Australia,India,1,Rohit Sharma,47,31,4,3,151.61,0,ODI # 4705
India vs Australia,India,2,Shubman Gill,4,7,0,0,57.14,0,ODI # 4705
India vs Australia,India,3,Virat Kohli,54,63,4,0,85.71,0,ODI # 4705
India vs Australia,India,4,Shreyas Iyer,4,3,1,0,133.33,0,ODI # 4705
India vs Australia,India,5,KL Rahul,66,107,1,0,61.68,0,ODI # 4705
India vs Australia,India,6,Ravindra Jadeja,9,22,0,0,40.9,0,ODI # 4705
India vs Australia,India,7,Suryakumar Yadav,18,28,1,0,64.28,0,ODI # 4705
India vs Australia,India,8,Mohammed Shami,6,10,1,0,60,0,ODI # 4705
India vs Australia,India,9,Jasprit Bumrah,1,3,0,0,33.33,0,ODI # 4705
India vs Australia,India,10,Kuldeep Yadav,10,18,0,0,55.55,0,ODI # 4705
India vs Australia,India,11,Mohammed Siraj,9,8,1,0,112.5,0,ODI # 4705
India vs Australia,Australia,1,David Warner,7,3,1,0,233.33,0,ODI # 4705
India vs Australia,Australia,2,Travis Head,137,120,15,4,114.16,0,ODI # 4705
India vs Australia,Australia,3,Mitchell Marsh,15,15,1,1,100,0,ODI # 4705
India vs Australia,Australia,4,Steven Smith,4,9,1,0,44.44,0,ODI # 4705
India vs Australia,Australia,5,Marnus Labuschagne,58,110,4,0,52.72,1,ODI # 4705
India vs Australia,Australia,6,Glenn Maxwell,2,1,0,0,200,1,ODI # 4705
